customer_id,tenure,age,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST_000057,2,66,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,31.33,196.06,1
CUST_000058,5,47,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,1,71.19,363.33,0
CUST_000059,1,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,31.03,0.0,1
CUST_000060,9,41,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,2,62.71,652.78,0
CUST_000061,11,42,1,0,1,0,1,1,2,0,0,0,0,1,0,1,1,3,94.24,933.16,1
CUST_000062,7,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30.99,185.5,1
CUST_000063,42,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,25.41,945.37,0
CUST_000064,10,50,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,3,55.91,633.59,0
CUST_000065,7,18,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,59.75,537.62,0
CUST_000066,18,32,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,3,71.53,1325.96,0
CUST_000067,3,34,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,3,76.97,212.02,1
CUST_000068,38,51,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,71.57,2592.2,0
CUST_000069,1,42,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,68.7,22.96,1
CUST_000070,72,20,0,0,0,0,1,0,1,1,1,0,0,1,0,2,0,0,73.44,5310.8,0
CUST_000071,35,27,1,0,1,1,1,1,2,0,1,1,0,0,1,0,1,0,94.98,3266.84,1
CUST_000072,5,44,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,61.71,263.05,0
CUST_000073,1,40,1,0,0,1,1,1,2,0,1,0,1,1,0,0,1,3,93.7,0.0,1
CUST_000074,40,33,0,0,0,0,1,1,2,0,1,1,1,0,1,0,1,1,94.65,3711.7,1
CUST_000075,29,34,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,65.29,1746.65,0
CUST_000076,31,52,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,69.95,2196.07,0
CUST_000077,35,34,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,66.68,2338.63,0
CUST_000078,1,40,1,0,1,1,1,1,2,0,0,1,0,0,1,0,0,1,91.44,100.89,1
CUST_000079,10,74,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,2,61.41,578.07,0
CUST_000080,2,20,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,35.99,12.91,1
CUST_000081,47,18,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,28.84,1325.59,0
CUST_000082,23,53,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,2,75.66,1697.46,1
CUST_000083,9,31,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,35.82,337.74,0
CUST_000084,1,37,1,0,1,1,1,0,2,1,0,1,0,0,1,0,1,0,91.39,274.68,1
CUST_000085,8,30,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,26.82,195.67,0
CUST_000086,9,38,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,70.17,572.32,0
CUST_000087,31,65,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,0,89.07,2736.23,1
CUST_000088,24,54,0,0,1,0,1,0,2,1,0,0,1,0,0,0,1,1,91.72,2152.01,0
CUST_000089,52,54,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,59.11,3024.16,0
CUST_000090,15,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26.4,337.5,1
CUST_000091,3,24,0,0,1,1,1,0,1,1,1,0,1,0,0,2,0,0,66.95,269.35,0
CUST_000092,29,18,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,52.1,1578.12,0
CUST_000093,34,29,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,3,64.0,2266.22,0
CUST_000094,19,56,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,2,69.01,1422.61,0
CUST_000095,35,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26.09,876.77,0
CUST_000096,16,38,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1,2,85.86,1217.01,0
CUST_000097,17,41,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,33.5,766.4,0
CUST_000098,13,31,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,66.13,633.9,0
CUST_000099,1,45,1,0,1,1,1,0,2,0,0,1,0,1,0,2,1,3,94.93,60.77,1
CUST_000100,2,53,0,0,0,0,1,1,2,0,1,1,0,0,1,2,1,2,102.12,61.58,1
CUST_000101,1,18,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,53.63,93.91,0
CUST_000102,24,46,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,24.38,489.31,0
CUST_000103,9,55,1,0,1,0,1,0,2,0,0,0,1,0,1,0,1,1,85.97,886.93,0
CUST_000104,17,35,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,34.62,611.85,1
CUST_000105,57,52,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,100.9,5902.73,1
CUST_000106,6,84,1,1,1,0,1,0,2,0,0,1,1,0,1,0,1,0,94.67,578.17,0
CUST_000107,12,40,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,31.84,497.96,0
CUST_000108,33,47,0,0,1,0,1,0,2,0,0,1,0,1,1,1,1,0,104.66,3345.24,0
CUST_000109,6,30,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,76.27,556.14,0
CUST_000110,1,44,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,78.45,64.95,1
CUST_000111,8,48,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,44.62,380.73,1
CUST_000112,4,44,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,2,87.53,442.88,0
CUST_000113,63,26,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,2,80.44,5106.06,0
CUST_000114,39,45,0,0,1,0,1,0,2,1,0,0,1,1,1,1,0,2,98.47,3761.14,0
CUST_000115,24,63,0,0,1,0,1,0,1,0,0,1,1,0,0,2,0,2,68.26,1589.39,0
CUST_000116,49,48,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,22.32,987.93,0
CUST_000117,39,56,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,72.39,2894.87,0
CUST_000118,4,38,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,42.27,134.52,1
CUST_000119,53,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.09,1443.9,1
CUST_000120,18,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.09,417.83,0
CUST_000121,39,27,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,62.05,2396.27,0
CUST_000122,54,46,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3,30.88,1784.41,0
CUST_000123,9,27,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,100.54,983.36,1
CUST_000124,2,32,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,108.0,288.28,0
CUST_000125,6,44,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,59.49,315.4,0
CUST_000126,13,46,0,0,1,0,1,1,1,1,1,0,0,1,0,2,1,0,69.41,973.25,0
CUST_000127,40,24,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,68.99,2810.01,0
CUST_000128,47,57,1,0,0,0,1,0,1,0,1,1,1,0,0,2,0,1,75.09,3407.64,0
CUST_000129,1,50,0,0,1,1,1,0,2,0,0,1,1,1,0,1,1,3,98.75,74.13,1
CUST_000130,17,31,1,0,0,1,1,1,2,1,0,1,0,0,0,1,1,0,83.72,1406.16,0
CUST_000131,12,18,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,30.88,520.1,0
CUST_000132,6,39,0,0,1,1,1,0,2,1,1,0,0,0,0,2,0,3,85.37,470.21,0
CUST_000133,3,35,1,0,0,0,1,0,2,1,0,1,1,0,0,1,1,0,92.72,326.41,0
CUST_000134,9,43,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,74.06,796.62,0
CUST_000135,68,36,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,54.95,3644.22,0
CUST_000136,9,18,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,2,73.56,689.94,0
CUST_000137,17,36,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,2,78.65,1540.24,1
CUST_000138,29,37,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,72.3,1939.9,0
CUST_000139,10,51,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,3,71.14,650.69,0
CUST_000140,72,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,23.76,1738.29,0
CUST_000141,72,67,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,2,29.91,2189.86,0
CUST_000142,6,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,27.63,181.5,1
CUST_000143,16,61,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,71.36,1196.27,1
CUST_000144,8,38,0,0,0,1,1,0,1,1,1,1,1,0,0,2,1,2,78.39,753.23,0
CUST_000145,8,54,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,64.32,519.95,0
CUST_000146,1,43,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,62.55,55.13,0
CUST_000147,22,59,0,0,1,1,1,0,2,0,0,1,1,0,1,1,1,0,92.53,2095.19,0
CUST_000148,16,36,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,83.78,1539.53,1
CUST_000149,1,25,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,65.83,125.83,1
CUST_000150,7,63,0,0,1,0,1,1,1,0,0,1,0,0,0,2,1,3,61.44,533.94,0
CUST_000151,57,40,1,0,0,0,1,0,2,0,0,1,1,0,1,1,1,0,87.59,4835.4,1
CUST_000152,6,45,0,0,0,1,1,1,2,0,1,1,0,0,0,0,1,0,84.62,489.76,1
CUST_000153,3,60,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,61.76,63.91,0
CUST_000154,16,26,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,1,96.02,1537.89,0
CUST_000155,72,50,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2,73.09,5405.3,0
CUST_000156,6,33,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,80.52,353.94,0
CUST_000157,26,40,0,0,0,0,1,0,2,1,1,1,0,1,0,0,1,1,108.1,2984.35,1
CUST_000158,34,43,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,2,67.2,2284.21,1
CUST_000159,6,19,1,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,89.7,627.47,0
CUST_000160,31,30,0,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,65.98,2148.14,0
CUST_000161,11,62,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,61.78,879.09,1
CUST_000162,24,55,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2,65.98,1641.68,0
CUST_000163,24,41,0,0,0,1,1,0,2,0,0,1,1,0,0,0,1,0,87.9,2022.36,1
CUST_000164,18,45,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,3,28.76,618.91,0
CUST_000165,2,37,0,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,81.7,0.0,1
CUST_000166,43,62,0,0,0,0,1,0,2,0,1,1,1,0,0,0,1,1,88.82,3728.43,1
CUST_000167,9,38,1,0,1,1,1,1,1,0,0,0,1,1,0,2,1,0,58.65,469.78,0
CUST_000168,4,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,23.44,0.0,1
CUST_000169,1,59,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,68.19,236.59,1
CUST_000170,21,30,0,0,0,1,1,1,2,0,1,1,1,1,1,2,0,1,103.33,2302.8,0
CUST_000171,27,65,0,1,0,1,0,0,2,0,1,0,1,0,0,0,1,3,79.04,2179.08,0
CUST_000172,1,19,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,61.91,159.89,1
CUST_000173,17,66,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,64.11,1126.57,0
CUST_000174,6,36,1,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,77.28,550.06,0
CUST_000175,24,38,0,0,0,0,1,0,1,0,1,0,1,1,0,2,1,1,78.19,2002.77,0
CUST_000176,4,18,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,2,70.2,136.17,0
CUST_000177,28,35,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,95.99,2779.16,1
CUST_000178,11,26,1,0,1,1,1,0,2,0,1,0,0,0,1,2,1,0,86.97,1069.63,0
CUST_000179,66,32,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,80.53,5255.85,0
CUST_000180,3,39,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,30.39,68.07,0
CUST_000181,10,56,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,64.32,565.67,0
CUST_000182,2,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,26.29,83.69,1
CUST_000183,62,46,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,67.45,4220.74,0
CUST_000184,50,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,24.8,1259.67,0
CUST_000185,7,28,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3,59.76,341.64,0
CUST_000186,25,68,0,1,0,0,1,0,2,0,1,1,0,1,1,0,0,1,95.38,2521.76,1
CUST_000187,40,30,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,2,60.21,2350.23,0
CUST_000188,19,66,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,88.28,1732.61,1
CUST_000189,18,38,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,59.34,1147.04,0
CUST_000190,6,42,1,0,0,1,1,0,1,0,0,1,1,0,0,2,1,2,64.27,214.49,0
CUST_000191,2,58,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,3,68.1,169.69,1
CUST_000192,54,61,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,62.39,3494.15,0
CUST_000193,55,40,1,0,1,0,1,0,2,0,0,0,0,0,1,2,1,2,90.16,4957.52,0
CUST_000194,24,36,1,0,1,0,1,0,1,1,0,1,0,0,0,2,1,0,63.19,1606.41,0
CUST_000195,9,41,0,0,0,0,1,1,2,0,1,0,0,1,1,2,1,1,97.05,805.61,0
CUST_000196,10,47,0,0,1,0,1,0,1,0,1,0,1,0,0,2,1,2,62.97,735.08,0
CUST_000197,31,55,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,67.97,1993.35,0
CUST_000198,54,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,32.47,1751.15,0
CUST_000199,52,51,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,83.08,4443.57,1
CUST_000200,36,66,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,20.0,837.96,0
CUST_000201,24,47,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,81.0,1814.09,0
CUST_000202,2,46,0,0,1,0,0,0,1,0,1,1,1,1,0,2,0,0,66.72,112.04,0
CUST_000203,4,19,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,84.42,277.73,1
CUST_000204,54,18,1,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,91.98,5084.69,1
CUST_000205,22,47,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,36.72,800.45,0
CUST_000206,1,40,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,37.47,52.3,0
CUST_000207,2,34,1,0,0,0,1,0,2,1,1,1,0,1,1,0,1,3,108.49,265.17,0
CUST_000208,26,45,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,3,69.32,1680.94,0
CUST_000209,1,41,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,2,58.56,88.45,0
CUST_000210,4,58,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,27.31,8.22,0
CUST_000211,19,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,27.03,464.67,0
CUST_000212,28,30,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,72.26,1979.07,0
CUST_000213,25,56,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,2,67.14,1726.97,1
CUST_000214,6,38,1,0,1,1,0,0,2,0,1,1,1,0,0,0,0,0,87.28,444.4,0
CUST_000215,29,49,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,73.28,2077.8,1
CUST_000216,6,34,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,3,79.72,510.7,1
CUST_000217,9,32,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,22.76,343.33,0
CUST_000218,32,43,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,40.41,1336.99,0
CUST_000219,25,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,28.05,814.2,0
CUST_000220,45,49,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,86.44,3677.22,1
CUST_000221,25,37,1,0,1,1,1,1,2,1,0,1,1,0,0,2,1,0,88.93,2366.66,0
CUST_000222,20,18,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,30.76,529.43,0
CUST_000223,2,35,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,30.18,0.0,1
CUST_000224,11,53,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0,0,94.4,1232.53,1
CUST_000225,7,37,0,0,1,1,1,0,2,0,1,1,1,0,1,0,0,3,107.49,769.47,1
CUST_000226,6,38,1,0,0,1,1,1,2,0,1,0,0,0,1,0,1,2,93.29,484.77,1
CUST_000227,72,56,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,3,59.91,4252.46,0
CUST_000228,11,31,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,75.37,690.75,0
CUST_000229,53,18,0,0,0,0,1,1,2,0,1,1,1,0,0,0,1,1,87.42,4634.92,1
CUST_000230,23,39,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3,74.42,1678.09,0
CUST_000231,38,34,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,2,51.35,2018.2,0
CUST_000232,16,27,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,51.85,1001.53,0
CUST_000233,20,39,1,0,1,0,1,0,1,0,0,1,0,1,1,2,1,2,73.18,1338.23,0
CUST_000234,16,49,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,87.94,1466.56,0
CUST_000235,5,41,1,0,1,0,1,1,2,1,0,1,0,1,0,0,1,0,100.25,347.94,1
CUST_000236,30,46,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,66.0,2023.34,1
CUST_000237,7,69,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,27.31,73.8,0
CUST_000238,1,36,1,0,1,0,1,0,2,1,1,1,1,0,1,0,1,1,109.65,0.0,0
CUST_000239,24,46,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,67.64,1878.51,0
CUST_000240,4,34,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,35.28,355.9,1
CUST_000241,67,29,1,0,1,0,1,0,1,0,0,1,1,1,0,2,0,2,66.77,4403.05,0
CUST_000242,72,33,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,63.13,4735.76,0
CUST_000243,59,34,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,32.63,1921.36,0
CUST_000244,11,47,0,0,1,0,1,0,1,1,0,0,1,0,1,2,0,2,67.41,604.48,0
CUST_000245,1,77,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,20.03,84.97,0
CUST_000246,63,31,0,0,1,0,1,1,2,1,0,1,1,1,0,0,0,0,107.39,6860.4,0
CUST_000247,13,35,0,0,1,0,1,1,2,1,0,1,0,0,0,1,1,3,92.09,1272.47,0
CUST_000248,72,41,1,0,0,1,1,0,2,1,0,1,0,1,1,2,0,3,100.1,7038.41,0
CUST_000249,72,47,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,60.09,4212.43,0
CUST_000250,46,45,0,0,0,0,1,0,1,1,0,1,0,0,1,2,1,3,74.87,3537.9,0
CUST_000251,8,61,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,2,90.93,612.19,0
CUST_000252,11,18,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,89.51,1086.48,1
CUST_000253,45,18,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,31.84,1396.41,0
CUST_000254,9,34,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,61.43,388.41,0
CUST_000255,4,58,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,76.82,175.38,1
CUST_000256,19,18,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,54.98,1090.05,0
CUST_000257,66,18,1,0,0,0,1,0,1,0,0,1,1,0,0,2,1,1,67.93,4533.25,0
